"first_name","last_name","amount","case"
"Lois","Butler","4.99","0.6487"
"Lois","Butler","4.99","0.6487"
"Lois","Butler","4.99","0.6487"
"Lois","Butler","1.99","0.2587"
"Lois","Butler","0.99","0.1287"
"Lois","Butler","4.99","0.6487"
"Lois","Butler","2.99","0.3887"
"Lois","Butler","2.99","0.3887"
"Lois","Butler","0.99","0.1287"
"Lois","Butler","0.99","0.1287"
"Lois","Butler","4.99","0.6487"
"Lois","Butler","0.99","0.1287"
"Lois","Butler","0.99","0.1287"
"Lois","Butler","2.99","0.3887"
"Lois","Butler","4.99","0.6487"
"Lois","Butler","4.99","0.6487"
"Tina","Simmons","8.99","1.1687"
"Tina","Simmons","7.99","1.0387"
"Tina","Simmons","2.99","0.3887"
"Tina","Simmons","4.99","0.6487"
"Tina","Simmons","5.99","0.7787"
"Tina","Simmons","7.99","1.0387"
"Tina","Simmons","6.99","0.9087"
"Tina","Simmons","2.99","0.3887"
"Tina","Simmons","0.99","0.1287"
"Tina","Simmons","6.99","0.9087"
"Tina","Simmons","4.99","0.6487"
"Tina","Simmons","1.99","0.2587"
"Tina","Simmons","4.99","0.6487"
"Tina","Simmons","4.99","0.6487"
"Tina","Simmons","4.99","0.6487"
"Phyllis","Foster","2.99","0.3887"
"Phyllis","Foster","4.99","0.6487"
"Phyllis","Foster","4.99","0.6487"
"Phyllis","Foster","4.99","0.6487"
"Phyllis","Foster","2.99","0.3887"
"Phyllis","Foster","0.99","0.1287"
"Norma","Gonzales","0.99","0.1287"
"Norma","Gonzales","8.99","1.1687"
"Norma","Gonzales","4.99","0.6487"
"Norma","Gonzales","4.99","0.6487"
"Norma","Gonzales","2.99","0.3887"
"Norma","Gonzales","0.99","0.1287"
"Norma","Gonzales","4.99","0.6487"
"Paula","Bryant","1.99","0.2587"
"Paula","Bryant","4.99","0.6487"
"Paula","Bryant","5.99","0.7787"
"Paula","Bryant","5.99","0.7787"
"Paula","Bryant","4.99","0.6487"
"Paula","Bryant","6.99","0.9087"
"Paula","Bryant","6.99","0.9087"
"Paula","Bryant","4.99","0.6487"
"Paula","Bryant","0.99","0.1287"
"Diana","Alexander","2.99","0.3887"
"Diana","Alexander","2.99","0.3887"
"Diana","Alexander","4.99","0.6487"
"Diana","Alexander","0.99","0.1287"
"Diana","Alexander","4.99","0.6487"
"Diana","Alexander","2.99","0.3887"
"Diana","Alexander","4.99","0.6487"
"Diana","Alexander","6.99","0.9087"
"Diana","Alexander","3.99","0.5187"
"Diana","Alexander","4.99","0.6487"
"Diana","Alexander","3.99","0.5187"
"Diana","Alexander","4.99","0.6487"
"Annie","Russell","2.99","0.3887"
"Annie","Russell","0.99","0.1287"
"Annie","Russell","4.99","0.6487"
"Annie","Russell","4.99","0.6487"
"Annie","Russell","4.99","0.6487"
"Annie","Russell","4.99","0.6487"
"Annie","Russell","0.99","0.1287"
"Annie","Russell","0.99","0.1287"
"Annie","Russell","5.99","0.7787"
"Annie","Russell","0.99","0.1287"
"Annie","Russell","2.99","0.3887"
"Annie","Russell","4.99","0.6487"
"Lillian","Griffin","7.99","1.0387"
"Lillian","Griffin","4.99","0.6487"
"Lillian","Griffin","2.99","0.3887"
"Lillian","Griffin","3.99","0.5187"
"Lillian","Griffin","0.99","0.1287"
"Lillian","Griffin","5.99","0.7787"
"Lillian","Griffin","4.99","0.6487"
"Lillian","Griffin","5.99","0.7787"
"Lillian","Griffin","2.99","0.3887"
"Emily","Diaz","6.99","0.9087"
"Emily","Diaz","2.99","0.3887"
"Emily","Diaz","4.99","0.6487"
"Emily","Diaz","0.99","0.1287"
"Emily","Diaz","4.99","0.6487"
"Emily","Diaz","2.99","0.3887"
"Emily","Diaz","2.99","0.3887"
"Emily","Diaz","2.99","0.3887"
"Emily","Diaz","2.99","0.3887"
"Emily","Diaz","3.99","0.5187"
"Emily","Diaz","4.99","0.6487"
"Emily","Diaz","4.99","0.6487"
"Emily","Diaz","0.99","0.1287"
"Emily","Diaz","7.99","1.0387"
"Emily","Diaz","0.99","0.1287"
"Robin","Hayes","5.99","0.7787"
"Robin","Hayes","8.99","1.1687"
"Robin","Hayes","2.99","0.3887"
"Robin","Hayes","8.99","1.1687"
"Robin","Hayes","6.99","0.9087"
"Robin","Hayes","4.99","0.6487"
"Robin","Hayes","6.99","0.9087"
"Robin","Hayes","4.99","0.6487"
"Robin","Hayes","4.99","0.6487"
"Robin","Hayes","1.99","0.2587"
"Robin","Hayes","0.99","0.1287"
"Robin","Hayes","5.99","0.7787"
"Robin","Hayes","4.99","0.6487"
"Peggy","Myers","2.99","0.3887"
"Peggy","Myers","2.99","0.3887"
"Peggy","Myers","5.99","0.7787"
"Peggy","Myers","2.99","0.3887"
"Peggy","Myers","2.99","0.3887"
"Peggy","Myers","5.99","0.7787"
"Peggy","Myers","5.99","0.7787"
"Peggy","Myers","8.99","1.1687"
"Peggy","Myers","0.99","0.1287"
"Peggy","Myers","1.99","0.2587"
"Peggy","Myers","4.99","0.6487"
"Peggy","Myers","6.99","0.9087"
"Peggy","Myers","0.99","0.1287"
"Crystal","Ford","1.99","0.2587"
"Crystal","Ford","1.99","0.2587"
"Crystal","Ford","4.99","0.6487"
"Crystal","Ford","6.99","0.9087"
"Crystal","Ford","3.99","0.5187"
"Crystal","Ford","6.99","0.9087"
"Crystal","Ford","5.99","0.7787"
"Crystal","Ford","4.99","0.6487"
"Crystal","Ford","5.99","0.7787"
"Crystal","Ford","2.99","0.3887"
"Crystal","Ford","5.99","0.7787"
"Crystal","Ford","0.99","0.1287"
"Crystal","Ford","0.99","0.1287"
"Crystal","Ford","6.99","0.9087"
"Crystal","Ford","0.99","0.1287"
"Crystal","Ford","5.99","0.7787"
"Crystal","Ford","3.99","0.5187"
"Crystal","Ford","2.99","0.3887"
"Crystal","Ford","0.99","0.1287"
"Crystal","Ford","2.99","0.3887"
"Crystal","Ford","4.99","0.6487"
"Gladys","Hamilton","6.99","0.9087"
"Gladys","Hamilton","4.99","0.6487"
"Gladys","Hamilton","6.99","0.9087"
"Gladys","Hamilton","2.99","0.3887"
"Gladys","Hamilton","1.99","0.2587"
"Gladys","Hamilton","4.99","0.6487"
"Gladys","Hamilton","4.99","0.6487"
"Gladys","Hamilton","5.99","0.7787"
"Gladys","Hamilton","6.99","0.9087"
"Gladys","Hamilton","2.99","0.3887"
"Gladys","Hamilton","0.99","0.1287"
"Gladys","Hamilton","6.99","0.9087"
"Gladys","Hamilton","0.99","0.1287"
"Gladys","Hamilton","4.99","0.6487"
"Gladys","Hamilton","4.99","0.6487"
"Rita","Graham","4.99","0.6487"
"Rita","Graham","6.99","0.9087"
"Rita","Graham","4.99","0.6487"
"Rita","Graham","7.99","1.0387"
"Rita","Graham","2.99","0.3887"
"Rita","Graham","1.99","0.2587"
"Rita","Graham","2.99","0.3887"
"Rita","Graham","1.99","0.2587"
"Rita","Graham","3.99","0.5187"
"Rita","Graham","5.99","0.7787"
"Dawn","Sullivan","4.99","0.6487"
"Dawn","Sullivan","4.99","0.6487"
"Dawn","Sullivan","2.99","0.3887"
"Dawn","Sullivan","4.99","0.6487"
"Dawn","Sullivan","4.99","0.6487"
"Dawn","Sullivan","2.99","0.3887"
"Dawn","Sullivan","2.99","0.3887"
"Dawn","Sullivan","3.99","0.5187"
"Dawn","Sullivan","5.99","0.7787"
"Dawn","Sullivan","9.99","1.2987"
"Connie","Wallace","4.99","0.6487"
"Connie","Wallace","2.99","0.3887"
"Connie","Wallace","3.99","0.5187"
"Connie","Wallace","3.99","0.5187"
"Connie","Wallace","0.99","0.1287"
"Connie","Wallace","3.99","0.5187"
"Connie","Wallace","4.99","0.6487"
"Connie","Wallace","4.99","0.6487"
"Connie","Wallace","2.99","0.3887"
"Connie","Wallace","7.99","1.0387"
"Connie","Wallace","8.99","1.1687"
"Florence","Woods","6.99","0.9087"
"Florence","Woods","4.99","0.6487"
"Florence","Woods","2.99","0.3887"
"Florence","Woods","3.99","0.5187"
"Florence","Woods","2.99","0.3887"
"Florence","Woods","0.99","0.1287"
"Florence","Woods","5.99","0.7787"
"Florence","Woods","6.99","0.9087"
"Florence","Woods","4.99","0.6487"
"Florence","Woods","7.99","1.0387"
"Florence","Woods","4.99","0.6487"
"Florence","Woods","1.99","0.2587"
"Florence","Woods","2.99","0.3887"
"Florence","Woods","2.99","0.3887"
"Tracy","Cole","0.99","0.1287"
"Tracy","Cole","2.99","0.3887"
"Tracy","Cole","1.99","0.2587"
"Tracy","Cole","4.99","0.6487"
"Tracy","Cole","0.99","0.1287"
"Tracy","Cole","6.99","0.9087"
"Tracy","Cole","5.99","0.7787"
"Tracy","Cole","4.99","0.6487"
"Tracy","Cole","0.99","0.1287"
"Tracy","Cole","5.99","0.7787"
"Tracy","Cole","4.99","0.6487"
"Tracy","Cole","4.99","0.6487"
"Tracy","Cole","4.99","0.6487"
"Edna","West","4.99","0.6487"
"Edna","West","2.99","0.3887"
"Edna","West","2.99","0.3887"
"Edna","West","6.99","0.9087"
"Edna","West","0.99","0.1287"
"Edna","West","3.99","0.5187"
"Edna","West","0.99","0.1287"
"Edna","West","2.99","0.3887"
"Tiffany","Jordan","4.99","0.6487"
"Tiffany","Jordan","2.99","0.3887"
"Tiffany","Jordan","4.99","0.6487"
"Tiffany","Jordan","4.99","0.6487"
"Tiffany","Jordan","0.99","0.1287"
"Tiffany","Jordan","0.99","0.1287"
"Tiffany","Jordan","2.99","0.3887"
"Carmen","Owens","1.99","0.2587"
"Carmen","Owens","3.99","0.5187"
"Carmen","Owens","9.99","1.2987"
"Carmen","Owens","4.99","0.6487"
"Carmen","Owens","0.99","0.1287"
"Carmen","Owens","2.99","0.3887"
"Carmen","Owens","0.99","0.1287"
"Carmen","Owens","0.99","0.1287"
"Carmen","Owens","2.99","0.3887"
"Rosa","Reynolds","4.99","0.6487"
"Rosa","Reynolds","2.99","0.3887"
"Rosa","Reynolds","2.99","0.3887"
"Rosa","Reynolds","4.99","0.6487"
"Rosa","Reynolds","4.99","0.6487"
"Rosa","Reynolds","4.99","0.6487"
"Rosa","Reynolds","6.99","0.9087"
"Rosa","Reynolds","4.99","0.6487"
"Rosa","Reynolds","5.99","0.7787"
"Rosa","Reynolds","3.99","0.5187"
"Rosa","Reynolds","2.99","0.3887"
"Cindy","Fisher","5.99","0.7787"
"Cindy","Fisher","2.99","0.3887"
"Cindy","Fisher","2.99","0.3887"
"Cindy","Fisher","2.99","0.3887"
"Cindy","Fisher","4.99","0.6487"
"Cindy","Fisher","5.99","0.7787"
"Cindy","Fisher","0.99","0.1287"
"Cindy","Fisher","0.99","0.1287"
"Cindy","Fisher","5.99","0.7787"
"Cindy","Fisher","2.99","0.3887"
"Cindy","Fisher","6.99","0.9087"
"Cindy","Fisher","4.99","0.6487"
"Grace","Ellis","4.99","0.6487"
"Grace","Ellis","2.99","0.3887"
"Grace","Ellis","0.99","0.1287"
"Grace","Ellis","0.99","0.1287"
"Grace","Ellis","4.99","0.6487"
"Grace","Ellis","2.99","0.3887"
"Grace","Ellis","2.99","0.3887"
"Grace","Ellis","4.99","0.6487"
"Grace","Ellis","2.99","0.3887"
"Grace","Ellis","2.99","0.3887"
"Grace","Ellis","2.99","0.3887"
"Grace","Ellis","5.99","0.7787"
"Grace","Ellis","4.99","0.6487"
"Grace","Ellis","10.99","1.4287"
"Grace","Ellis","4.99","0.6487"
"Wendy","Harrison","0.99","0.1287"
"Wendy","Harrison","0.99","0.1287"
"Wendy","Harrison","1.99","0.2587"
"Wendy","Harrison","4.99","0.6487"
"Wendy","Harrison","2.99","0.3887"
"Wendy","Harrison","2.99","0.3887"
"Wendy","Harrison","0.99","0.1287"
"Wendy","Harrison","5.99","0.7787"
"Wendy","Harrison","6.99","0.9087"
"Wendy","Harrison","1.99","0.2587"
"Wendy","Harrison","4.99","0.6487"
"Wendy","Harrison","4.99","0.6487"
"Wendy","Harrison","4.99","0.6487"
"Wendy","Harrison","0.99","0.1287"
"Wendy","Harrison","3.99","0.5187"
"Victoria","Gibson","6.99","0.9087"
"Victoria","Gibson","2.99","0.3887"
"Victoria","Gibson","0.99","0.1287"
"Victoria","Gibson","4.99","0.6487"
"Victoria","Gibson","2.99","0.3887"
"Victoria","Gibson","4.99","0.6487"
"Victoria","Gibson","0.99","0.1287"
"Victoria","Gibson","5.99","0.7787"
"Victoria","Gibson","6.99","0.9087"
"Victoria","Gibson","3.99","0.5187"
"Edith","Mcdonald","5.99","0.7787"
"Edith","Mcdonald","0.99","0.1287"
"Edith","Mcdonald","9.99","1.2987"
"Edith","Mcdonald","6.99","0.9087"
"Edith","Mcdonald","2.99","0.3887"
"Kim","Cruz","0.99","0.1287"
"Kim","Cruz","1.99","0.2587"
"Kim","Cruz","0.99","0.1287"
"Kim","Cruz","1.99","0.2587"
"Kim","Cruz","2.99","0.3887"
"Kim","Cruz","4.99","0.6487"
"Kim","Cruz","4.99","0.6487"
"Kim","Cruz","3.99","0.5187"
"Kim","Cruz","7.99","1.0387"
"Kim","Cruz","4.99","0.6487"
"Kim","Cruz","1.99","0.2587"
"Sherry","Marshall","8.99","1.1687"
"Sherry","Marshall","5.99","0.7787"
"Sherry","Marshall","0.99","0.1287"
"Sherry","Marshall","7.99","1.0387"
"Sherry","Marshall","0.99","0.1287"
"Sherry","Marshall","4.99","0.6487"
"Sherry","Marshall","5.99","0.7787"
"Sherry","Marshall","4.99","0.6487"
"Sherry","Marshall","2.99","0.3887"
"Sherry","Marshall","0.99","0.1287"
"Sylvia","Ortiz","5.99","0.7787"
"Sylvia","Ortiz","3.99","0.5187"
"Sylvia","Ortiz","0.99","0.1287"
"Sylvia","Ortiz","9.99","1.2987"
"Sylvia","Ortiz","1.99","0.2587"
"Sylvia","Ortiz","1.99","0.2587"
"Sylvia","Ortiz","0.99","0.1287"
"Sylvia","Ortiz","4.99","0.6487"
"Sylvia","Ortiz","0.99","0.1287"
"Sylvia","Ortiz","1.99","0.2587"
"Sylvia","Ortiz","6.99","0.9087"
"Sylvia","Ortiz","6.99","0.9087"
"Sylvia","Ortiz","0.99","0.1287"
"Josephine","Gomez","0.99","0.1287"
"Josephine","Gomez","4.99","0.6487"
"Josephine","Gomez","0.99","0.1287"
"Josephine","Gomez","0.99","0.1287"
"Josephine","Gomez","2.99","0.3887"
"Josephine","Gomez","6.99","0.9087"
"Josephine","Gomez","1.99","0.2587"
"Josephine","Gomez","2.99","0.3887"
"Josephine","Gomez","8.99","1.1687"
"Thelma","Murray","2.99","0.3887"
"Thelma","Murray","4.99","0.6487"
"Thelma","Murray","7.99","1.0387"
"Thelma","Murray","4.99","0.6487"
"Thelma","Murray","6.99","0.9087"
"Thelma","Murray","0.99","0.1287"
"Thelma","Murray","0.99","0.1287"
"Thelma","Murray","0.99","0.1287"
"Thelma","Murray","7.99","1.0387"
"Thelma","Murray","2.99","0.3887"
"Thelma","Murray","4.99","0.6487"
"Thelma","Murray","2.99","0.3887"
"Thelma","Murray","0.99","0.1287"
"Thelma","Murray","5.99","0.7787"
"Thelma","Murray","4.99","0.6487"
"Shannon","Freeman","3.99","0.5187"
"Shannon","Freeman","8.99","1.1687"
"Shannon","Freeman","4.99","0.6487"
"Shannon","Freeman","2.99","0.3887"
"Shannon","Freeman","0.99","0.1287"
"Shannon","Freeman","2.99","0.3887"
"Shannon","Freeman","5.99","0.7787"
"Shannon","Freeman","4.99","0.6487"
"Shannon","Freeman","4.99","0.6487"
"Shannon","Freeman","4.99","0.6487"
"Sheila","Wells","7.99","1.0387"
"Sheila","Wells","2.99","0.3887"
"Sheila","Wells","2.99","0.3887"
"Sheila","Wells","2.99","0.3887"
"Sheila","Wells","6.99","0.9087"
"Sheila","Wells","8.99","1.1687"
"Sheila","Wells","0.99","0.1287"
"Sheila","Wells","3.99","0.5187"
"Ethel","Webb","4.99","0.6487"
"Ethel","Webb","2.99","0.3887"
"Ethel","Webb","7.99","1.0387"
"Ethel","Webb","0.99","0.1287"
"Ethel","Webb","6.99","0.9087"
"Ethel","Webb","4.99","0.6487"
"Ethel","Webb","0.99","0.1287"
"Ethel","Webb","0.99","0.1287"
"Ethel","Webb","2.99","0.3887"
"Ethel","Webb","2.99","0.3887"
"Ethel","Webb","4.99","0.6487"
"Ethel","Webb","9.99","1.2987"
"Ethel","Webb","4.99","0.6487"
"Ethel","Webb","0.99","0.1287"
"Ethel","Webb","4.99","0.6487"
"Ethel","Webb","2.99","0.3887"
"Ellen","Simpson","5.99","0.7787"
"Ellen","Simpson","4.99","0.6487"
"Ellen","Simpson","7.99","1.0387"
"Ellen","Simpson","0.99","0.1287"
"Ellen","Simpson","2.99","0.3887"
"Ellen","Simpson","0.99","0.1287"
"Ellen","Simpson","0.99","0.1287"
"Ellen","Simpson","0.99","0.1287"
"Ellen","Simpson","6.99","0.9087"
"Ellen","Simpson","0.99","0.1287"
"Ellen","Simpson","2.99","0.3887"
"Ellen","Simpson","6.99","0.9087"
"Ellen","Simpson","4.99","0.6487"
"Elaine","Stevens","5.99","0.7787"
"Elaine","Stevens","5.99","0.7787"
"Elaine","Stevens","2.99","0.3887"
"Elaine","Stevens","2.99","0.3887"
"Elaine","Stevens","4.99","0.6487"
"Elaine","Stevens","6.99","0.9087"
"Elaine","Stevens","6.99","0.9087"
"Elaine","Stevens","2.99","0.3887"
"Marjorie","Tucker","0.99","0.1287"
"Marjorie","Tucker","5.99","0.7787"
"Marjorie","Tucker","2.99","0.3887"
"Marjorie","Tucker","4.99","0.6487"
"Marjorie","Tucker","4.99","0.6487"
"Marjorie","Tucker","2.99","0.3887"
"Marjorie","Tucker","6.99","0.9087"
"Marjorie","Tucker","2.99","0.3887"
"Marjorie","Tucker","4.99","0.6487"
"Marjorie","Tucker","2.99","0.3887"
"Marjorie","Tucker","5.99","0.7787"
"Marjorie","Tucker","2.99","0.3887"
"Marjorie","Tucker","5.99","0.7787"
"Marjorie","Tucker","2.99","0.3887"
"Marjorie","Tucker","3.99","0.5187"
"Marjorie","Tucker","2.99","0.3887"
"Carrie","Porter","0.99","0.1287"
"Carrie","Porter","4.99","0.6487"
"Carrie","Porter","0.99","0.1287"
"Carrie","Porter","2.99","0.3887"
"Carrie","Porter","0.99","0.1287"
"Carrie","Porter","2.99","0.3887"
"Carrie","Porter","0.99","0.1287"
"Carrie","Porter","0.99","0.1287"
"Carrie","Porter","4.99","0.6487"
"Carrie","Porter","4.99","0.6487"
"Carrie","Porter","2.99","0.3887"
"Carrie","Porter","4.99","0.6487"
"Carrie","Porter","7.99","1.0387"
"Carrie","Porter","7.99","1.0387"
"Carrie","Porter","5.99","0.7787"
"Charlotte","Hunter","4.99","0.6487"
"Charlotte","Hunter","4.99","0.6487"
"Charlotte","Hunter","3.99","0.5187"
"Charlotte","Hunter","4.99","0.6487"
"Charlotte","Hunter","0.99","0.1287"
"Charlotte","Hunter","0.99","0.1287"
"Charlotte","Hunter","4.99","0.6487"
"Charlotte","Hunter","5.99","0.7787"
"Monica","Hicks","2.99","0.3887"
"Monica","Hicks","4.99","0.6487"
"Monica","Hicks","4.99","0.6487"
"Monica","Hicks","2.99","0.3887"
"Monica","Hicks","2.99","0.3887"
"Monica","Hicks","3.99","0.5187"
"Monica","Hicks","2.99","0.3887"
"Monica","Hicks","0.99","0.1287"
"Monica","Hicks","6.99","0.9087"
"Monica","Hicks","8.99","1.1687"
"Monica","Hicks","3.99","0.5187"
"Monica","Hicks","2.99","0.3887"
"Esther","Crawford","0.99","0.1287"
"Esther","Crawford","2.99","0.3887"
"Esther","Crawford","4.99","0.6487"
"Esther","Crawford","4.99","0.6487"
"Esther","Crawford","5.99","0.7787"
"Esther","Crawford","0.99","0.1287"
"Esther","Crawford","2.99","0.3887"
"Esther","Crawford","5.99","0.7787"
"Esther","Crawford","0.99","0.1287"
"Esther","Crawford","1.99","0.2587"
"Esther","Crawford","6.99","0.9087"
"Esther","Crawford","1.99","0.2587"
"Esther","Crawford","0.99","0.1287"
"Esther","Crawford","1.99","0.2587"
"Pauline","Henry","6.99","0.9087"
"Pauline","Henry","2.99","0.3887"
"Pauline","Henry","6.99","0.9087"
"Pauline","Henry","2.99","0.3887"
"Pauline","Henry","2.99","0.3887"
"Pauline","Henry","4.99","0.6487"
"Pauline","Henry","3.99","0.5187"
"Pauline","Henry","2.99","0.3887"
"Pauline","Henry","0.99","0.1287"
"Pauline","Henry","6.99","0.9087"
"Pauline","Henry","2.99","0.3887"
"Pauline","Henry","0.99","0.1287"
"Pauline","Henry","0.99","0.1287"
"Emma","Boyd","4.99","0.6487"
"Emma","Boyd","2.99","0.3887"
"Emma","Boyd","0.99","0.1287"
"Emma","Boyd","2.99","0.3887"
"Emma","Boyd","4.99","0.6487"
"Emma","Boyd","1.99","0.2587"
"Juanita","Mason","0.99","0.1287"
"Juanita","Mason","7.99","1.0387"
"Juanita","Mason","0.99","0.1287"
"Juanita","Mason","3.99","0.5187"
"Juanita","Mason","3.99","0.5187"
"Juanita","Mason","3.99","0.5187"
"Juanita","Mason","4.99","0.6487"
"Juanita","Mason","0.99","0.1287"
"Juanita","Mason","7.99","1.0387"
"Juanita","Mason","0.99","0.1287"
"Juanita","Mason","0.99","0.1287"
"Juanita","Mason","7.99","1.0387"
"Juanita","Mason","6.99","0.9087"
"Juanita","Mason","4.99","0.6487"
"Anita","Morales","0.99","0.1287"
"Anita","Morales","3.99","0.5187"
"Anita","Morales","3.99","0.5187"
"Anita","Morales","8.99","1.1687"
"Anita","Morales","0.99","0.1287"
"Anita","Morales","5.99","0.7787"
"Rhonda","Kennedy","4.99","0.6487"
"Rhonda","Kennedy","5.99","0.7787"
"Rhonda","Kennedy","6.99","0.9087"
"Rhonda","Kennedy","6.99","0.9087"
"Rhonda","Kennedy","3.99","0.5187"
"Rhonda","Kennedy","2.99","0.3887"
"Rhonda","Kennedy","3.99","0.5187"
"Rhonda","Kennedy","2.99","0.3887"
"Rhonda","Kennedy","6.99","0.9087"
"Rhonda","Kennedy","0.99","0.1287"
"Rhonda","Kennedy","8.99","1.1687"
"Rhonda","Kennedy","4.99","0.6487"
"Rhonda","Kennedy","2.99","0.3887"
"Rhonda","Kennedy","4.99","0.6487"
"Rhonda","Kennedy","4.99","0.6487"
"Rhonda","Kennedy","7.99","1.0387"
"Rhonda","Kennedy","4.99","0.6487"
"Rhonda","Kennedy","2.99","0.3887"
"Rhonda","Kennedy","6.99","0.9087"
"Hazel","Warren","2.99","0.3887"
"Hazel","Warren","0.99","0.1287"
"Hazel","Warren","1.99","0.2587"
"Hazel","Warren","4.99","0.6487"
"Hazel","Warren","2.99","0.3887"
"Hazel","Warren","0.99","0.1287"
"Hazel","Warren","2.99","0.3887"
"Hazel","Warren","2.99","0.3887"
"Hazel","Warren","4.99","0.6487"
"Hazel","Warren","3.99","0.5187"
"Hazel","Warren","3.99","0.5187"
"Hazel","Warren","1.99","0.2587"
"Hazel","Warren","0.99","0.1287"
"Hazel","Warren","9.99","1.2987"
"Hazel","Warren","0.99","0.1287"
"Hazel","Warren","4.99","0.6487"
"Amber","Dixon","0.99","0.1287"
"Amber","Dixon","2.99","0.3887"
"Amber","Dixon","2.99","0.3887"
"Amber","Dixon","7.99","1.0387"
"Amber","Dixon","6.99","0.9087"
"Amber","Dixon","6.99","0.9087"
"Amber","Dixon","6.99","0.9087"
"Amber","Dixon","0.99","0.1287"
"Amber","Dixon","0.99","0.1287"
"Amber","Dixon","5.99","0.7787"
"Amber","Dixon","2.99","0.3887"
"Amber","Dixon","4.99","0.6487"
"Eva","Ramos","4.99","0.6487"
"Eva","Ramos","9.99","1.2987"
"Eva","Ramos","0.99","0.1287"
"Eva","Ramos","2.99","0.3887"
"Eva","Ramos","4.99","0.6487"
"Eva","Ramos","4.99","0.6487"
"Eva","Ramos","0.99","0.1287"
"Debbie","Reyes","1.99","0.2587"
"Debbie","Reyes","0.99","0.1287"
"Debbie","Reyes","5.99","0.7787"
"Debbie","Reyes","2.99","0.3887"
"Debbie","Reyes","0.99","0.1287"
"Debbie","Reyes","4.99","0.6487"
"Debbie","Reyes","2.99","0.3887"
"Debbie","Reyes","4.99","0.6487"
"Debbie","Reyes","7.99","1.0387"
"Debbie","Reyes","4.99","0.6487"
"Debbie","Reyes","2.99","0.3887"
"April","Burns","2.99","0.3887"
"April","Burns","4.99","0.6487"
"April","Burns","4.99","0.6487"
"April","Burns","0.99","0.1287"
"April","Burns","2.99","0.3887"
"April","Burns","2.99","0.3887"
"April","Burns","4.99","0.6487"
"April","Burns","7.99","1.0387"
"April","Burns","2.99","0.3887"
"April","Burns","5.99","0.7787"
"Leslie","Gordon","7.99","1.0387"
"Leslie","Gordon","0.99","0.1287"
"Leslie","Gordon","7.99","1.0387"
"Leslie","Gordon","6.99","0.9087"
"Leslie","Gordon","4.99","0.6487"
"Leslie","Gordon","0.99","0.1287"
"Leslie","Gordon","0.99","0.1287"
"Leslie","Gordon","1.99","0.2587"
"Leslie","Gordon","0.99","0.1287"
"Clara","Shaw","6.99","0.9087"
"Clara","Shaw","3.99","0.5187"
"Clara","Shaw","0.99","0.1287"
"Clara","Shaw","8.99","1.1687"
"Clara","Shaw","7.99","1.0387"
"Clara","Shaw","7.99","1.0387"
"Clara","Shaw","7.99","1.0387"
"Clara","Shaw","9.99","1.2987"
"Clara","Shaw","5.99","0.7787"
"Clara","Shaw","2.99","0.3887"
"Clara","Shaw","0.99","0.1287"
"Clara","Shaw","3.99","0.5187"
"Clara","Shaw","5.99","0.7787"
"Clara","Shaw","0.99","0.1287"
"Clara","Shaw","7.99","1.0387"
"Clara","Shaw","3.99","0.5187"
"Clara","Shaw","4.99","0.6487"
"Clara","Shaw","0.99","0.1287"
"Lucille","Holmes","5.99","0.7787"
"Lucille","Holmes","8.99","1.1687"
"Lucille","Holmes","4.99","0.6487"
"Lucille","Holmes","6.99","0.9087"
"Lucille","Holmes","2.99","0.3887"
"Lucille","Holmes","2.99","0.3887"
"Lucille","Holmes","2.99","0.3887"
"Lucille","Holmes","1.99","0.2587"
"Lucille","Holmes","0.99","0.1287"
"Lucille","Holmes","2.99","0.3887"
"Lucille","Holmes","7.99","1.0387"
"Lucille","Holmes","0.99","0.1287"
"Lucille","Holmes","0.99","0.1287"
"Lucille","Holmes","2.99","0.3887"
"Lucille","Holmes","0.99","0.1287"
"Jamie","Rice","6.99","0.9087"
"Jamie","Rice","4.99","0.6487"
"Jamie","Rice","7.99","1.0387"
"Jamie","Rice","6.99","0.9087"
"Jamie","Rice","4.99","0.6487"
"Jamie","Rice","0.99","0.1287"
"Jamie","Rice","3.99","0.5187"
"Joanne","Robertson","7.99","1.0387"
"Joanne","Robertson","2.99","0.3887"
"Joanne","Robertson","0.99","0.1287"
"Joanne","Robertson","0.99","0.1287"
"Joanne","Robertson","2.99","0.3887"
"Joanne","Robertson","0.99","0.1287"
"Joanne","Robertson","0.99","0.1287"
"Joanne","Robertson","4.99","0.6487"
"Joanne","Robertson","2.99","0.3887"
"Joanne","Robertson","0.99","0.1287"
"Joanne","Robertson","0.99","0.1287"
"Joanne","Robertson","2.99","0.3887"
"Joanne","Robertson","0.99","0.1287"
"Eleanor","Hunt","0.99","0.1287"
"Eleanor","Hunt","0.99","0.1287"
"Eleanor","Hunt","2.99","0.3887"
"Eleanor","Hunt","2.99","0.3887"
"Eleanor","Hunt","4.99","0.6487"
"Eleanor","Hunt","4.99","0.6487"
"Eleanor","Hunt","1.99","0.2587"
"Eleanor","Hunt","8.99","1.1687"
"Eleanor","Hunt","10.99","1.4287"
"Eleanor","Hunt","0.99","0.1287"
"Eleanor","Hunt","4.99","0.6487"
"Eleanor","Hunt","9.99","1.2987"
"Eleanor","Hunt","4.99","0.6487"
"Eleanor","Hunt","3.99","0.5187"
"Eleanor","Hunt","4.99","0.6487"
"Eleanor","Hunt","4.99","0.6487"
